,horizontal_difference,trial
0,4.557128906,vp1_0_Session2_d02_b01_1
1,4.557128906,vp1_0_Session2_d02_b01_1
2,4.557128906,vp1_0_Session2_d02_b01_1
0,-3.399963379,vp1_1_Session2_d02_b01_2
1,-3.399963379,vp1_1_Session2_d02_b01_2
2,-3.399963379,vp1_1_Session2_d02_b01_2
0,35.25305176,vp1_2_Session2_d02_b01_3
1,35.25305176,vp1_2_Session2_d02_b01_3
2,35.25305176,vp1_2_Session2_d02_b01_3
3,14.369232177734375,vp1_2_Session2_d02_b01_3
4,14.369232177734375,vp1_2_Session2_d02_b01_3
5,14.369232177734375,vp1_2_Session2_d02_b01_3
0,10.71771240234375,vp1_3_Session2_d02_b01_4
1,10.71771240234375,vp1_3_Session2_d02_b01_4
2,10.71771240234375,vp1_3_Session2_d02_b01_4
0,-0.729644775,vp1_4_Session2_d02_b01_5
1,-0.729644775,vp1_4_Session2_d02_b01_5
2,-0.729644775,vp1_4_Session2_d02_b01_5
0,-13.75723267,vp1_5_Session2_d02_b01_6
1,-13.75723267,vp1_5_Session2_d02_b01_6
2,-13.75723267,vp1_5_Session2_d02_b01_6
0,11.607757568359375,vp1_6_Session2_d02_b01_7
1,11.607757568359375,vp1_6_Session2_d02_b01_7
2,11.607757568359375,vp1_6_Session2_d02_b01_7
0,-2.775634766,vp1_7_Session2_d02_b01_8
1,-2.775634766,vp1_7_Session2_d02_b01_8
2,-2.775634766,vp1_7_Session2_d02_b01_8
0,-10.75045776,vp1_8_Session2_d02_b01_9
1,-10.75045776,vp1_8_Session2_d02_b01_9
2,-10.75045776,vp1_8_Session2_d02_b01_9
0,-27.9994812,vp1_11_Session2_d02_b01_12
1,-27.9994812,vp1_11_Session2_d02_b01_12
2,-27.9994812,vp1_11_Session2_d02_b01_12
0,10.55645751953125,vp1_12_Session2_d02_b01_13
1,10.55645751953125,vp1_12_Session2_d02_b01_13
2,10.55645751953125,vp1_12_Session2_d02_b01_13
0,4.554748535,vp1_13_Session2_d02_b01_14
1,4.554748535,vp1_13_Session2_d02_b01_14
2,4.554748535,vp1_13_Session2_d02_b01_14
0,-3.680725098,vp1_15_Session2_d02_b01_16
1,-3.680725098,vp1_15_Session2_d02_b01_16
2,-3.680725098,vp1_15_Session2_d02_b01_16
0,19.26269531,vp1_16_Session2_d02_b01_17
1,19.26269531,vp1_16_Session2_d02_b01_17
2,19.26269531,vp1_16_Session2_d02_b01_17
0,-16.71554565,vp1_17_Session2_d02_b01_18
1,-16.71554565,vp1_17_Session2_d02_b01_18
2,-16.71554565,vp1_17_Session2_d02_b01_18
0,31.730926513671875,vp1_18_Session2_d02_b01_19
1,31.730926513671875,vp1_18_Session2_d02_b01_19
2,31.730926513671875,vp1_18_Session2_d02_b01_19
0,-13.3031311,vp1_19_Session2_d02_b01_20
1,-13.3031311,vp1_19_Session2_d02_b01_20
2,-13.3031311,vp1_19_Session2_d02_b01_20
0,12.531280517578125,vp1_20_Session2_d02_b01_21
1,12.531280517578125,vp1_20_Session2_d02_b01_21
2,12.531280517578125,vp1_20_Session2_d02_b01_21
0,17.83935547,vp1_21_Session2_d02_b01_22
1,17.83935547,vp1_21_Session2_d02_b01_22
2,17.83935547,vp1_21_Session2_d02_b01_22
0,-5.781433105,vp1_22_Session2_d02_b01_23
1,-5.781433105,vp1_22_Session2_d02_b01_23
2,-5.781433105,vp1_22_Session2_d02_b01_23
0,1.752075195,vp1_23_Session2_d02_b01_24
1,1.752075195,vp1_23_Session2_d02_b01_24
2,1.752075195,vp1_23_Session2_d02_b01_24
0,8.374908447265625,vp1_24_Session2_d02_b01_25
1,8.374908447265625,vp1_24_Session2_d02_b01_25
2,8.374908447265625,vp1_24_Session2_d02_b01_25
0,-5.147247314,vp1_25_Session2_d02_b01_26
1,-5.147247314,vp1_25_Session2_d02_b01_26
2,-5.147247314,vp1_25_Session2_d02_b01_26
0,0.086669922,vp1_26_Session2_d02_b01_27
1,0.086669922,vp1_26_Session2_d02_b01_27
2,0.086669922,vp1_26_Session2_d02_b01_27
0,12.072723388671875,vp1_27_Session2_d02_b01_28
1,12.072723388671875,vp1_27_Session2_d02_b01_28
2,12.072723388671875,vp1_27_Session2_d02_b01_28
0,6.052886962890625,vp1_28_Session2_d02_b01_29
1,6.052886962890625,vp1_28_Session2_d02_b01_29
2,6.052886962890625,vp1_28_Session2_d02_b01_29
0,3.499694824,vp1_29_Session2_d02_b01_30
1,3.499694824,vp1_29_Session2_d02_b01_30
2,3.499694824,vp1_29_Session2_d02_b01_30
0,29.976348876953125,vp1_30_Session2_d02_b01_31
