,horizontal_difference,trial
0,18.38897705078125,vp16_0_Session1_d01_fam01_1
1,18.38897705078125,vp16_0_Session1_d01_fam01_1
2,18.38897705078125,vp16_0_Session1_d01_fam01_1
0,9.473693848,vp16_2_Session1_d01_fam01_3
1,9.473693848,vp16_2_Session1_d01_fam01_3
2,9.473693848,vp16_2_Session1_d01_fam01_3
0,8.885955810546875,vp16_3_Session1_d01_fam01_4
1,8.885955810546875,vp16_3_Session1_d01_fam01_4
2,8.885955810546875,vp16_3_Session1_d01_fam01_4
0,16.702239990234375,vp16_4_Session1_d01_fam01_5
1,16.702239990234375,vp16_4_Session1_d01_fam01_5
2,16.702239990234375,vp16_4_Session1_d01_fam01_5
0,10.175384521484375,vp16_5_Session1_d01_fam01_6
1,10.175384521484375,vp16_5_Session1_d01_fam01_6
2,10.175384521484375,vp16_5_Session1_d01_fam01_6
0,17.80780029296875,vp16_6_Session1_d01_fam01_7
1,17.80780029296875,vp16_6_Session1_d01_fam01_7
2,17.80780029296875,vp16_6_Session1_d01_fam01_7
0,3.210693359,vp16_7_Session1_d01_fam01_8
1,3.210693359,vp16_7_Session1_d01_fam01_8
2,3.210693359,vp16_7_Session1_d01_fam01_8
0,16.450164794921875,vp16_8_Session1_d01_fam01_9
1,16.450164794921875,vp16_8_Session1_d01_fam01_9
2,16.450164794921875,vp16_8_Session1_d01_fam01_9
0,9.708770751953125,vp16_9_Session1_d01_fam01_10
1,9.708770751953125,vp16_9_Session1_d01_fam01_10
2,9.708770751953125,vp16_9_Session1_d01_fam01_10
0,9.894927978515625,vp16_10_Session1_d01_fam01_11
1,9.894927978515625,vp16_10_Session1_d01_fam01_11
2,9.894927978515625,vp16_10_Session1_d01_fam01_11
0,10.081146240234375,vp16_11_Session1_d01_fam01_12
1,10.081146240234375,vp16_11_Session1_d01_fam01_12
2,10.081146240234375,vp16_11_Session1_d01_fam01_12
0,28.886199951171875,vp16_12_Session1_d01_fam01_13
1,28.886199951171875,vp16_12_Session1_d01_fam01_13
2,28.886199951171875,vp16_12_Session1_d01_fam01_13
0,9.272277832,vp16_13_Session1_d01_fam01_14
1,9.272277832,vp16_13_Session1_d01_fam01_14
2,9.272277832,vp16_13_Session1_d01_fam01_14
0,8.822174072265625,vp16_14_Session1_d01_fam01_15
1,8.822174072265625,vp16_14_Session1_d01_fam01_15
2,8.822174072265625,vp16_14_Session1_d01_fam01_15
0,10.149688720703125,vp16_15_Session1_d01_fam01_16
1,10.149688720703125,vp16_15_Session1_d01_fam01_16
2,10.149688720703125,vp16_15_Session1_d01_fam01_16
0,9.621185302734375,vp16_16_Session1_d01_fam01_17
1,9.621185302734375,vp16_16_Session1_d01_fam01_17
2,9.621185302734375,vp16_16_Session1_d01_fam01_17
0,15.103424072265625,vp16_17_Session1_d01_fam01_18
1,15.103424072265625,vp16_17_Session1_d01_fam01_18
2,15.103424072265625,vp16_17_Session1_d01_fam01_18
0,13.533966064453125,vp16_18_Session1_d01_fam01_19
1,13.533966064453125,vp16_18_Session1_d01_fam01_19
2,13.533966064453125,vp16_18_Session1_d01_fam01_19
0,26.1998291,vp16_19_Session1_d01_fam01_20
1,26.1998291,vp16_19_Session1_d01_fam01_20
2,26.1998291,vp16_19_Session1_d01_fam01_20
0,6.141571044921875,vp16_20_Session1_d01_fam01_21
1,6.141571044921875,vp16_20_Session1_d01_fam01_21
2,6.141571044921875,vp16_20_Session1_d01_fam01_21
0,17.27606201171875,vp16_21_Session1_d01_fam01_22
1,17.27606201171875,vp16_21_Session1_d01_fam01_22
2,17.27606201171875,vp16_21_Session1_d01_fam01_22
