,horizontal_difference,trial
0,-1.983581543,vp0_0_Session1_d01_fam01_1
1,-1.983581543,vp0_0_Session1_d01_fam01_1
2,-1.983581543,vp0_0_Session1_d01_fam01_1
0,13.059661865234375,vp0_1_Session1_d01_fam01_2
1,13.059661865234375,vp0_1_Session1_d01_fam01_2
2,13.059661865234375,vp0_1_Session1_d01_fam01_2
0,5.601074219,vp0_2_Session1_d01_fam01_3
1,5.601074219,vp0_2_Session1_d01_fam01_3
2,5.601074219,vp0_2_Session1_d01_fam01_3
0,-6.751922607,vp0_3_Session1_d01_fam01_4
1,-6.751922607,vp0_3_Session1_d01_fam01_4
2,-6.751922607,vp0_3_Session1_d01_fam01_4
0,12.80761719,vp0_4_Session1_d01_fam01_5
1,12.80761719,vp0_4_Session1_d01_fam01_5
2,12.80761719,vp0_4_Session1_d01_fam01_5
0,-1.458465576,vp0_5_Session1_d01_fam01_6
1,-1.458465576,vp0_5_Session1_d01_fam01_6
2,-1.458465576,vp0_5_Session1_d01_fam01_6
0,-21.17822266,vp0_6_Session1_d01_fam01_7
1,-21.17822266,vp0_6_Session1_d01_fam01_7
2,-21.17822266,vp0_6_Session1_d01_fam01_7
0,-21.47817993,vp0_7_Session1_d01_fam01_8
1,-21.47817993,vp0_7_Session1_d01_fam01_8
2,-21.47817993,vp0_7_Session1_d01_fam01_8
0,3.555236816,vp0_8_Session1_d01_fam01_9
1,3.555236816,vp0_8_Session1_d01_fam01_9
2,3.555236816,vp0_8_Session1_d01_fam01_9
0,11.88537598,vp0_9_Session1_d01_fam01_10
1,11.88537598,vp0_9_Session1_d01_fam01_10
2,11.88537598,vp0_9_Session1_d01_fam01_10
0,-9.970581055,vp0_10_Session1_d01_fam01_11
1,-9.970581055,vp0_10_Session1_d01_fam01_11
2,-9.970581055,vp0_10_Session1_d01_fam01_11
0,12.928497314453125,vp0_11_Session1_d01_fam01_12
1,12.928497314453125,vp0_11_Session1_d01_fam01_12
2,12.928497314453125,vp0_11_Session1_d01_fam01_12
0,2.940490723,vp0_12_Session1_d01_fam01_13
1,2.940490723,vp0_12_Session1_d01_fam01_13
2,2.940490723,vp0_12_Session1_d01_fam01_13
0,8.379974365234375,vp0_13_Session1_d01_fam01_14
1,8.379974365234375,vp0_13_Session1_d01_fam01_14
2,8.379974365234375,vp0_13_Session1_d01_fam01_14
0,8.958343505859375,vp0_14_Session1_d01_fam01_15
1,8.958343505859375,vp0_14_Session1_d01_fam01_15
2,8.958343505859375,vp0_14_Session1_d01_fam01_15
0,10.717132568359375,vp0_15_Session1_d01_fam01_16
1,10.717132568359375,vp0_15_Session1_d01_fam01_16
2,10.717132568359375,vp0_15_Session1_d01_fam01_16
0,-8.808105469,vp0_16_Session1_d01_fam01_17
1,-8.808105469,vp0_16_Session1_d01_fam01_17
2,-8.808105469,vp0_16_Session1_d01_fam01_17
0,2.868804931640625,vp0_17_Session1_d01_fam01_18
1,2.868804931640625,vp0_17_Session1_d01_fam01_18
2,2.868804931640625,vp0_17_Session1_d01_fam01_18
3,-2.337890625,vp0_17_Session1_d01_fam01_18
4,-2.337890625,vp0_17_Session1_d01_fam01_18
5,-2.337890625,vp0_17_Session1_d01_fam01_18
0,-9.016021729,vp0_18_Session1_d01_fam01_19
1,-9.016021729,vp0_18_Session1_d01_fam01_19
2,-9.016021729,vp0_18_Session1_d01_fam01_19
0,6.64251709,vp0_19_Session1_d01_fam01_20
1,6.64251709,vp0_19_Session1_d01_fam01_20
2,6.64251709,vp0_19_Session1_d01_fam01_20
3,-5.415466309,vp0_19_Session1_d01_fam01_20
4,-5.415466309,vp0_19_Session1_d01_fam01_20
5,-5.415466309,vp0_19_Session1_d01_fam01_20
0,-3.564849854,vp0_20_Session1_d01_fam01_21
1,-3.564849854,vp0_20_Session1_d01_fam01_21
2,-3.564849854,vp0_20_Session1_d01_fam01_21
0,-9.366760254,vp0_21_Session1_d01_fam01_22
1,-9.366760254,vp0_21_Session1_d01_fam01_22
2,-9.366760254,vp0_21_Session1_d01_fam01_22
0,-6.314300537,vp0_22_Session1_d01_fam01_23
1,-6.314300537,vp0_22_Session1_d01_fam01_23
2,-6.314300537,vp0_22_Session1_d01_fam01_23
