,horizontal_difference,trial
0,23.428497314453125,vp1_0_Session3_d03_b01_1
1,23.428497314453125,vp1_0_Session3_d03_b01_1
2,23.428497314453125,vp1_0_Session3_d03_b01_1
0,-8.552825928,vp1_1_Session3_d03_b01_2
1,-8.552825928,vp1_1_Session3_d03_b01_2
2,-8.552825928,vp1_1_Session3_d03_b01_2
0,-7.422149658,vp1_2_Session3_d03_b01_3
1,-7.422149658,vp1_2_Session3_d03_b01_3
2,-7.422149658,vp1_2_Session3_d03_b01_3
0,0.533081055,vp1_3_Session3_d03_b01_4
1,0.533081055,vp1_3_Session3_d03_b01_4
2,0.533081055,vp1_3_Session3_d03_b01_4
0,-10.67974854,vp1_4_Session3_d03_b01_5
1,-10.67974854,vp1_4_Session3_d03_b01_5
2,-10.67974854,vp1_4_Session3_d03_b01_5
0,-9.908813477,vp1_5_Session3_d03_b01_6
1,-9.908813477,vp1_5_Session3_d03_b01_6
2,-9.908813477,vp1_5_Session3_d03_b01_6
0,25.631011962890625,vp1_6_Session3_d03_b01_7
1,25.631011962890625,vp1_6_Session3_d03_b01_7
2,25.631011962890625,vp1_6_Session3_d03_b01_7
0,14.564727783203125,vp1_7_Session3_d03_b01_8
1,14.564727783203125,vp1_7_Session3_d03_b01_8
2,14.564727783203125,vp1_7_Session3_d03_b01_8
0,-17.28103638,vp1_8_Session3_d03_b01_9
1,-17.28103638,vp1_8_Session3_d03_b01_9
2,-17.28103638,vp1_8_Session3_d03_b01_9
0,-4.87878418,vp1_9_Session3_d03_b01_10
1,-4.87878418,vp1_9_Session3_d03_b01_10
2,-4.87878418,vp1_9_Session3_d03_b01_10
0,19.354400634765625,vp1_10_Session3_d03_b01_11
1,19.354400634765625,vp1_10_Session3_d03_b01_11
2,19.354400634765625,vp1_10_Session3_d03_b01_11
0,7.024200439453125,vp1_12_Session3_d03_b01_13
1,7.024200439453125,vp1_12_Session3_d03_b01_13
2,7.024200439453125,vp1_12_Session3_d03_b01_13
0,-9.592529297,vp1_13_Session3_d03_b01_14
1,-9.592529297,vp1_13_Session3_d03_b01_14
2,-9.592529297,vp1_13_Session3_d03_b01_14
0,-11.06335449,vp1_14_Session3_d03_b01_15
1,-11.06335449,vp1_14_Session3_d03_b01_15
2,-11.06335449,vp1_14_Session3_d03_b01_15
0,-14.95956421,vp1_15_Session3_d03_b01_16
1,-14.95956421,vp1_15_Session3_d03_b01_16
2,-14.95956421,vp1_15_Session3_d03_b01_16
0,-3.72467041,vp1_16_Session3_d03_b01_17
1,-3.72467041,vp1_16_Session3_d03_b01_17
2,-3.72467041,vp1_16_Session3_d03_b01_17
0,0.109802246,vp1_17_Session3_d03_b01_18
1,0.109802246,vp1_17_Session3_d03_b01_18
2,0.109802246,vp1_17_Session3_d03_b01_18
0,-0.940887451,vp1_18_Session3_d03_b01_19
1,-0.940887451,vp1_18_Session3_d03_b01_19
2,-0.940887451,vp1_18_Session3_d03_b01_19
0,-2.397644043,vp1_19_Session3_d03_b01_20
1,-2.397644043,vp1_19_Session3_d03_b01_20
2,-2.397644043,vp1_19_Session3_d03_b01_20
0,-2.289093018,vp1_21_Session3_d03_b01_22
1,-2.289093018,vp1_21_Session3_d03_b01_22
2,-2.289093018,vp1_21_Session3_d03_b01_22
0,-10.09643555,vp1_22_Session3_d03_b01_23
